Project_ID,Work description,Work category,Hon'ble Members of Parliament,Constituency,State,Recommended date,RECOMMENDED AMOUNT   ( ₹ ),Sanction Date,Sanction Amount ( ₹ ),Work Status,Fund Disbursed Amount ( ₹ ),Payment Status,Completion Date,Amount Disbursed ( ₹ ),riskScore,riskLevel
187080.0,shifting of 11kv bara baag ap feeder h pole with 100kva sop to 14 no. wale moh. dayal nagar near kaddiyo wala mandir,normal/others,Shri  Dharambir Singh,BHIWANI MAHENDRAGARH,Haryana,2025-03-27,80000.0,2025-04-15,80000.0,Physical Inspection,80000.0,Payment Success,2025-09-29,80000,5,LOW
187082.0,construction of cement road at rajanda from shivaji maharaj chowk to bandu kaldate house to gurudev chowk,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,983626.0,2025-06-17,983626.0,Physical Inspection,983626.0,Payment Success,2025-11-21,983626,5,LOW
187084.0,5500 lt gi water tankers,normal/others,Shri Anil Firojiya,UJJAIN(SC),Madhya Pradesh,2025-03-27,160761.0,2025-03-29,160761.0,Physical Inspection,160761.0,Payment Success,2025-08-28,160761,45,MODERATE
187085.0,5500 lt gi water tankers,normal/others,Shri Anil Firojiya,UJJAIN(SC),Madhya Pradesh,2025-03-27,160761.0,2025-03-29,160761.0,Physical Inspection,160761.0,Payment Success,2025-08-28,160761,45,MODERATE
187087.0,construction of cement road at jalalabad from house of prafulla vasant thorat to mungsaji maharaj mandir,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,986905.0,2025-06-17,986905.0,Physical Inspection,986905.0,Payment Success,2025-10-14,986905,5,LOW
187088.0,construction of cement road at vadgaon from durga devi mandir to house of kishor nilkhan,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,986743.0,2025-06-17,986743.0,Physical Inspection,986743.0,Payment Success,2025-10-14,986743,5,LOW
187089.0,"installing a new digital library in government high school, paramadevanahalli village, ballari rural",normal/others,E. TUKARAM,BELLARY(ST),Karnataka,2025-04-28,700000.0,2025-10-14,700000.0,Vendor Identification,525000.0,Payment Success,,,25,LOW
187090.0,"installing a new digital library in karnataka public school, moka village, ballari rural",normal/others,E. TUKARAM,BELLARY(ST),Karnataka,2025-04-28,700000.0,2025-10-14,700000.0,Vendor Identification,525000.0,Payment Success,,,25,LOW
187091.0,"installing a new digital library in karnataka public girls high school, ballari city",normal/others,E. TUKARAM,BELLARY(ST),Karnataka,2025-04-28,700000.0,2025-10-14,700000.0,Vendor Identification,525000.0,Payment Success,,,25,LOW
187092.0,construction of community hall on gram panchayat land at piwandal bk.,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,1000000.0,2026-02-26,1000000.0,Work partially Completed,978744.0,Payment Success,,,25,LOW
187093.0,gram bhilkheda panchayat bhawan ke samne pevar block,normal/others,Shri Anil Firojiya,UJJAIN(SC),Madhya Pradesh,2025-03-27,300000.0,2025-04-22,300000.0,Physical Inspection,300000.0,Payment Success,2026-02-04,300000,5,LOW
187094.0,for the renovation of jamadar mamaraj memorial building in village sawanlod,repair and renovation,BRIJENDRA SINGH OLA,JHUNJHUNU,Rajasthan,2025-03-27,394213.0,2025-06-12,394213.0,Physical Inspection,394213.0,Payment Success,2026-07-23,394213,5,LOW
187095.0,gram kishanpura me onkarlal ke niwas ke samne pevar block,normal/others,Shri Anil Firojiya,UJJAIN(SC),Madhya Pradesh,2025-03-27,400000.0,2025-04-22,400000.0,Physical Inspection,400000.0,Payment Success,2026-02-04,400000,5,LOW
187096.0,"construction of boundary wall of the playground of government higher primary school, village bhaisavata kalan",normal/others,BRIJENDRA SINGH OLA,JHUNJHUNU,Rajasthan,2025-03-27,496676.0,2025-06-12,496676.0,Physical Inspection,496676.0,Payment Success,2026-02-13,496676,5,LOW
187097.0,a single phase tube well with motor pump set and electrical connection etc near rajendra dagar house in ward number five in village makdo,normal/others,BRIJENDRA SINGH OLA,JHUNJHUNU,Rajasthan,2025-03-27,438290.0,2025-06-12,438290.0,Physical Inspection,438290.0,Payment Success,2026-02-13,438290,5,LOW
187098.0,gram panched bherusingh ke ghar ke pass pevar block,normal/others,Shri Anil Firojiya,UJJAIN(SC),Madhya Pradesh,2025-03-27,700000.0,2025-04-22,700000.0,Vendor Identification,420000.0,Payment Success,,,25,LOW
187099.0,1 25 kva hetu transformer sthapna work gram runkheda,normal/others,Shri Anil Firojiya,UJJAIN(SC),Madhya Pradesh,2025-03-27,750000.0,2025-04-11,750000.0,Physical Inspection,741449.0,Payment Success,2026-01-27,741449,5,LOW
187100.0,construction of cement road at bhamberi from house of manohar umale to house of gajanan wankhade,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,988046.0,2025-10-10,988046.0,Physical Inspection,988046.0,Payment Success,2025-10-12,988046,5,LOW
187101.0,construction of cement road at nimbha from house of jugalkishor kedia to house of umesh kule,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,970750.0,2025-06-17,970750.0,Physical Inspection,970750.0,Payment Success,2025-10-06,970750,5,LOW
187103.0,construction of community hall at dhanora tribal locality,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,984417.0,2026-01-12,984417.0,Physical Inspection,984417.0,Payment Success,2026-01-12,984417,5,LOW
187104.0,construction of cement road at nimbhora from house of dayaram vasatkar to house of pankaj kale,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,987554.0,2025-08-25,987554.0,Physical Inspection,987554.0,Payment Success,2025-08-29,987554,5,LOW
187106.0,5500 lt gi water tankers,normal/others,Shri Anil Firojiya,UJJAIN(SC),Madhya Pradesh,2025-03-27,159212.0,2025-06-20,159212.0,Physical Inspection,159212.0,Payment Success,2025-07-18,159212,45,MODERATE
187107.0,5500 lt gi water tankers,normal/others,Shri Anil Firojiya,UJJAIN(SC),Madhya Pradesh,2025-03-27,159212.0,2025-06-20,159212.0,Physical Inspection,159212.0,Payment Success,2025-07-18,159212,45,MODERATE
187108.0,5500 lt gi water tankers,normal/others,Shri Anil Firojiya,UJJAIN(SC),Madhya Pradesh,2025-03-27,159212.0,2025-06-20,159212.0,Physical Inspection,159212.0,Payment Success,2025-07-18,159212,45,MODERATE
187109.0,5500 lt gi water tankers,normal/others,Shri Anil Firojiya,UJJAIN(SC),Madhya Pradesh,2025-03-27,159212.0,2025-06-20,159212.0,Physical Inspection,159212.0,Payment Success,2025-07-18,159212,45,MODERATE
187110.0,5500 lt gi water tankers,normal/others,Shri Anil Firojiya,UJJAIN(SC),Madhya Pradesh,2025-03-27,159212.0,2025-06-20,159212.0,Physical Inspection,159212.0,Payment Success,2025-07-18,159212,45,MODERATE
187111.0,construction of cement road at rustamabad from house of balkrushna kakad to house of shriram tupwade,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,987502.0,2025-06-17,987502.0,Physical Inspection,987502.0,Payment Success,2025-07-31,987502,5,LOW
187113.0,construction of cement road at kanheri sarap from house of amol bhatkhede to dnyaneshwar gondal house,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,986385.0,2025-06-17,986385.0,Physical Inspection,986385.0,Payment Success,2025-10-06,986385,5,LOW
187116.0,construction of cement road at bori from house of ganeshrao shanware to house of narayanrao bawaskar,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,986782.0,2026-02-13,986782.0,Physical Inspection,986782.0,Payment Success,2026-02-13,986782,5,LOW
187118.0,construction of cement road at kotha from gajanan maharaj mandir to gram panchayat,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,984714.0,2026-01-29,984714.0,Physical Inspection,984714.0,Payment Success,2026-02-05,984714,5,LOW
187119.0,construction of cement road at sawara from house of ramrao nage to aasara mata mandir,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,981707.0,2025-10-15,981707.0,Physical Inspection,981707.0,Payment Success,2025-10-30,981707,5,LOW
187121.0,construction of bus stop on gram panchayat land at jambha kh.,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,1000000.0,2026-04-22,1000000.0,Physical Inspection,1000000.0,Payment Success,,,25,LOW
187122.0,construction of cement road at edlapur from house of gajanan kolhe to sunil paliwal house,normal/others,ANUP SANJAY DHOTRE,AKOLA,Maharashtra,2025-03-31,1000000.0,2025-10-16,1000000.0,Physical Inspection,976441.0,Payment Success,2026-03-28,976441,5,LOW
187132.0,"constructing ugd and c c road in ashok colony, sandur town",normal/others,E. TUKARAM,BELLARY(ST),Karnataka,2025-04-28,1000000.0,2026-05-21,1000000.0,Work partially Completed,750000.0,Payment Success,,,5,LOW
187148.0,"c c road work from anganwadi to gadhilingeshwara temple in kakkbevinahalli village, ballari rural",normal/others,E. TUKARAM,BELLARY(ST),Karnataka,2025-04-28,500000.0,2025-07-28,500000.0,Work Completed,494172.0,Payment Success,2025-11-29,494172,5,LOW
187149.0,"c c road work from valmiki vandranna house road to panduranga temple in kakkbevinahalli village, ballari rural",normal/others,E. TUKARAM,BELLARY(ST),Karnataka,2025-04-28,500000.0,2025-08-01,500000.0,Work Completed,494172.0,Payment Success,2025-11-29,494172,5,LOW
187151.0,"mrs. manisha upadhyaya house no. n 12-366, iipc bharat puram colony from the house of bajardiha to the house of shri prabhu patel to the house of shri arvind srivastava - inter locking drain,lane,pit and chamber construction length 42.70 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,337580.0,2025-03-31,337580.0,Physical Inspection,337580.0,Payment Success,2025-08-26,337580,5,LOW
187153.0,"public open community hall near water tank, khatoli road,",normal/others,Bhagirath Chaudhary,AJMER,Rajasthan,2025-03-27,999996.0,2025-05-28,999996.0,Physical Inspection,999612.0,Payment Success,,,5,LOW
187160.0,"construct a new public bus stop opposite govt polytechnic college, ballari",normal/others,E. TUKARAM,BELLARY(ST),Karnataka,2025-04-28,1000000.0,2025-07-28,1000000.0,Vendor Identification,750000.0,Payment Success,,,25,LOW
187164.0,sihori pradesh kelavani mandal sanchalit sheth shri m.v.valani highschool -shihori ma prathana shed work,trust and society,Bharatsinhji Shankarji Dabhi,PATAN,Gujarat,2025-03-27,500000.0,2025-08-14,500000.0,Physical Inspection,500000.0,Payment Success,2025-09-23,500000,5,LOW
187165.0,"setting up a farmers information and communication centre near raita samparka kendra, kurugodu, ballari",normal/others,E. TUKARAM,BELLARY(ST),Karnataka,2025-04-28,250000.0,2025-08-01,250000.0,Work partially Completed,187500.0,Payment Success,,,25,LOW
187168.0,construction of gravel road from sukhdev farm to sharvan lal well in village tokra,normal/others,Bhagirath Chaudhary,AJMER,Rajasthan,2025-03-27,485817.0,2025-06-11,485817.0,Physical Inspection,485817.0,Payment Success,2026-01-07,485817,5,LOW
187170.0,akp school ke samna pwan gupta to sunil aggrwal shop cc road work (ward 37)  dep block hapur,normal/others,ARUN GOVIL,MEERUT,Uttar Pradesh,2025-03-27,314221.0,2025-05-13,314221.0,Physical Inspection,314221.0,Payment Success,2025-07-10,314221,5,LOW
187171.0,village doymi prbha vihar hapur gali no 3  me shri vikash sharma ke pass main sadak se tuki rame sharma ke makan tk c.c road work dep blok hapur,normal/others,ARUN GOVIL,MEERUT,Uttar Pradesh,2025-03-27,997995.0,2025-05-13,997995.0,Physical Inspection,997995.0,Payment Success,2025-07-10,997995,5,LOW
187172.0,babu garh vade vihar colony naryan to sonu c.c road work dep block hapur,normal/others,ARUN GOVIL,MEERUT,Uttar Pradesh,2025-03-27,989908.0,2025-05-13,989908.0,Physical Inspection,989908.0,Payment Success,2025-07-10,989908,5,LOW
187173.0,"from yadav ji house no. n 2-150 to basant lal house no. n 2-150, c-1 sundarpur (vivek nagar) chowka reset lane feet length 77 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,341611.0,2025-03-31,341611.0,Physical Inspection,341611.0,Payment Success,2026-04-02,341611,5,LOW
187178.0,"interlocking from durga prasad house no. b-33-43-a to sunil house to jwala prasad house no. b-33-43 to subhash singh house, length 135.20 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,761309.0,2025-03-31,761309.0,Physical Inspection,761309.0,Payment Success,2025-09-29,761309,5,LOW
187179.0,road construction work from chhedi sonkars house to lalu house and from vechan sonkars house to ramu house. interlocking length 50 m,normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,146824.0,2025-03-31,146824.0,Physical Inspection,146824.0,Payment Success,2025-07-21,146824,5,LOW
187180.0,road construction work from daitraveer temple to sharma ji house. interlocking length 78 m,normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,252168.0,2025-03-31,252168.0,Physical Inspection,252168.0,Payment Success,2025-10-18,252168,5,LOW
187183.0,"interlocking work from b 1-148-7, vimla devis house to b 1-148 d-1, purnchandra upadhyays house. length 68.50 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,236658.0,2025-03-31,236658.0,Physical Inspection,236658.0,Payment Success,2025-12-01,236658,5,LOW
187184.0,interlocking work on kutcha road from the street next to navodaya school badi gaibi vda colony to the empty plot of ganga sagar sonkar chand  (sand filling) length 97 m,normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,439209.0,2025-03-31,439209.0,Physical Inspection,439209.0,Payment Success,2026-03-11,439209,5,LOW
187186.0,"interlocking work, from kailash guptas house no. d 59-314 b to bharat lal binds house no. d 59-314 g, length 47.50 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,351982.0,2025-03-31,351982.0,Physical Inspection,351982.0,Payment Success,2025-12-06,351982,5,LOW
187187.0,"interlocking work, from ramesh binds house no. 59-278 to shankarjis temple, to sunil mauryas house no. 59-293, length 200 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,704920.0,2025-03-31,704920.0,Physical Inspection,704920.0,Payment Success,2026-03-11,704920,5,LOW
187189.0,"interlocking work, from house c 15-304 mangal yadav to house c 15-306 nandlal maurya, length 26.70 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,111052.0,2025-03-31,111052.0,Physical Inspection,111052.0,Payment Success,2026-03-11,111052,5,LOW
187192.0,"interlocking work in kazipurakhurd ward no. 77, from c 14-149-17-20 late vindhyavasini lal srivastavas house to c 14-159-17-7 satish chaurasias house, length 61.50 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,305724.0,2025-03-31,305724.0,Physical Inspection,305724.0,Payment Success,2025-10-17,305724,5,LOW
187196.0,construction of c.c. road work from rajshi duda khetar to samat leela khetar in hamadpara village,normal/others,DR. MANSUKH MANDAVIYA,PORBANDAR,Gujarat,2025-03-31,246471.0,2025-07-30,246471.0,Work partially Completed,246471.0,Payment Success,,,25,LOW
187197.0,"chowka resetting and gali peet  work in sarai nandan ward 28 from vijay patel house no. 3-154 to rama patel house no. 4-154 , length 45.20 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,124247.0,2025-03-31,124247.0,Physical Inspection,124247.0,Payment Success,2025-12-19,124247,5,LOW
187198.0,"guj.school no.1 isanpur, thakor vas, ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187201.0,"isanpur publice school no.2  zarna party plote, zebansa road, ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187203.0,"interlocking in old ramnagar kodopur ward no. 65 from shri neelu sonkars house to shri manoj sonkars house, kodopur, length 105 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,236071.0,2025-03-31,236071.0,Physical Inspection,236071.0,Payment Success,2025-07-23,236071,5,LOW
187204.0,"kankariya guj. school no. 1, nilkanth colony, ved mandir ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187206.0,"khokhara guj. school no. 12 laxminarayan bus stop, ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187207.0,paver block work in duda fali of segras village.,normal/others,DR. MANSUKH MANDAVIYA,PORBANDAR,Gujarat,2025-03-31,246770.0,2025-07-19,246770.0,Sanction,,,,,25,LOW
187210.0,"bagefirdosh guj. school no.1 prakash estet, vastral road, ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187212.0,"constructing a new community hall near maremma temple, kamalapura, hosapete",normal/others,E. TUKARAM,BELLARY(ST),Karnataka,2025-04-28,2500000.0,2025-07-19,2500000.0,Vendor Identification,1875000.0,Payment Success,,,25,LOW
187216.0,installation of multi gym at village chak tamkot (muktsar),normal/others,SHER SINGH GHUBAYA,FIROZPUR,Punjab,2025-03-27,235424.0,2025-04-23,235424.0,Physical Inspection,235424.0,Payment Success,2025-11-20,235424,5,LOW
187217.0,"interlocking work in lahartara ward no. 1, from rajendra sabji walas house to late gurucharans house, 3.00 m width 100 m length behind naya basti telephone colony and from brijesh pandeys house to deenanaths house. length 90.80 m.",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,246598.0,2025-03-31,246598.0,Physical Inspection,246598.0,Payment Success,2025-12-06,246598,5,LOW
187218.0,"interlocking work in kazipura khurd ward no. 77, from sonu mauryas house kc 14-157 to kailash jaiswal length 39.40 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,167027.0,2025-03-31,167027.0,Physical Inspection,167027.0,Payment Success,2025-08-14,167027,5,LOW
187219.0,purchasing a new 44 numbers  three tyred bikes (125 cc) to special abled persons in vijayangara,normal/others,E. TUKARAM,BELLARY(ST),Karnataka,2025-04-28,5200000.0,2025-07-19,5200000.0,Work Completed,,,2026-05-14,,45,MODERATE
187220.0,purchasing hear aids for special abled persons (deaf persons),normal/others,E. TUKARAM,BELLARY(ST),Karnataka,2025-04-28,400000.0,2025-07-19,400000.0,Vendor Identification,,,,,25,LOW
187221.0,"maninagar guj. school no.6 mukti medan , lg corner, ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187222.0,"interlocking work in shivpurwan ward no. 10, from d 64-54 bhaiyalal bind to d 64-56 suresh bind mini tubewell, madhavpur. length 102 m.",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,266784.0,2025-03-31,266784.0,Physical Inspection,266784.0,Payment Success,2025-12-01,266784,5,LOW
187223.0,"sahid veer captain nilesh soni pri. school, pt college bus stand narannagar road,  ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187224.0,"amraivadi guj. school no.7,  maitri park pase, amraiwadi ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,65,MODERATE
187225.0,"interlocking work in loko chittupur ward no. 07, from house no. c 33-283 pramod maurya to house no. c 32-31a work from the house of raju goswami ji till the house. length 141 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,690282.0,2025-03-31,690282.0,Physical Inspection,690282.0,Payment Success,2025-10-16,690282,5,LOW
187226.0,"amraivadi hindi school no. 4,   maitri park pase, amraiwadi  ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,65,MODERATE
187227.0,"asarva guj school no. 12, holi chakla, civil corner, asarva  ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187228.0,"interlocking work in loco chittupur ward no. 07, from house no. c 33-281 late chhedi maurya till house no. c 33-287 nagendra prasad singh jis house, length 43.70 m",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,203037.0,2025-03-31,203037.0,Physical Inspection,203037.0,Payment Success,2025-11-29,203037,5,LOW
187229.0,"pritampura guj school no. 01, girdharnagar post office ni bajuma,   ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187230.0,"shahvadi guj school no.2, shahvadi gam, narol ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187231.0,"baherampura guj school no.22, daban godoun, khodiya nagar ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187232.0,construction of c.c. road work from gala sarman house to dasa mashri house in ramgarh village.,normal/others,DR. MANSUKH MANDAVIYA,PORBANDAR,Gujarat,2025-03-31,300000.0,2025-07-30,300000.0,Sanction,,,,,25,LOW
187233.0,"vasana guj school no.01, vasna bus stop pase,  ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187234.0,supply and installation of children play equipment at park opp n-7 and n-8 saket south zone,normal/others,Ramvir Singh Bidhuri,SOUTH DELHI,Delhi,2025-03-27,124495.0,2025-05-02,124495.0,Physical Inspection,124495.0,Payment Success,2026-07-29,124495,45,MODERATE
187235.0,interlocking work in kakarmatta ward no. 38 from  shivmurat vermas house in jalalipatti to kripa shankar dixits house. length 52 m.,normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,170864.0,2025-03-31,170864.0,Physical Inspection,170864.0,Payment Success,2026-01-14,170864,5,LOW
187237.0,"shapur guj school no.06,  shapur darwaja pase, ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187238.0,"interlocking work in kakarmatta ward no. 38  from shyam narayans house to rajendra prasads house in nathupur, length 22 m.",normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,156704.0,2025-03-31,156704.0,Physical Inspection,156704.0,Payment Success,2025-12-31,156704,5,LOW
187239.0,"shapur guj school no.01, dariyakhan gummat pase, shahibag ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187240.0,supply and installation of children play equipment at park opp n-3 and n-4 saket south zone,normal/others,Ramvir Singh Bidhuri,SOUTH DELHI,Delhi,2025-03-27,730139.0,2025-05-02,730139.0,Physical Inspection,730139.0,Payment Success,2026-07-29,730139,45,MODERATE
187241.0,interlocking work in kakarmatta ward no. 38  from vijay patels house in nathupur to ishwar lal patels house. length 26 m.,normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,97232.0,2025-03-31,97232.0,Physical Inspection,97232.0,Payment Success,2025-12-31,97232,5,LOW
187242.0,"shahibag guj school no.06, police commissioner office same, ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187243.0,construction of artistic gazebo at park near n24 and n-25 saket,normal/others,Ramvir Singh Bidhuri,SOUTH DELHI,Delhi,2025-03-27,761032.0,2025-04-15,761032.0,Physical Inspection,761032.0,Payment Success,2025-09-02,761032,5,LOW
187244.0,"elishbridge guj school no.17, j.s.t. bhavan ni pase, panjrapole, ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187245.0,"kankariya guj school no.9, sutariya ni chali, geeta mandir road, majur gam, ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,500000.0,2025-07-22,500000.0,Sanction,,,,,25,LOW
187246.0,interlocking work in kandwa ward no. 19 from shyam pandeys house to renu singhs house in awaleshpur. length 79.50 m.,normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,722750.0,2025-03-31,722750.0,Physical Inspection,722750.0,Payment Success,2026-01-13,722750,5,LOW
187247.0,interlocking work in kandwa ward no. 19 from raja ram prajapatis house in awaleshpur to manoj chaurasias house. length 29m.,normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,236236.0,2025-03-31,236236.0,Physical Inspection,236236.0,Payment Success,2025-12-12,236236,5,LOW
187248.0,interlocking work in kandwa ward no. 19 from rp mishras house in kanchanpur to ansh narayan jhas house. length 28 m.,normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,213226.0,2025-03-31,213226.0,Physical Inspection,213226.0,Payment Success,2025-09-30,213226,5,LOW
187250.0,motor starter pipe cable etc. in the tube well constructed near the government higher secondary school of village bhamarwasi,normal/others,BRIJENDRA SINGH OLA,JHUNJHUNU,Rajasthan,2025-03-27,99652.0,2025-06-27,99652.0,Physical Inspection,99652.0,Payment Success,2026-01-16,99652,5,LOW
187251.0,"gomtipur guj school no.6, jogni mata mandir pase, gomtipur ma indore games equipment -purchase of sports equipment",normal/others,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),Gujarat,2025-03-27,187000.0,2025-07-22,187000.0,Sanction,,,,,25,LOW
187252.0,interlocking work in karoundi ward no. 33 from dinesh patels house in karaudi to hiralals house. length 26.50 m.,normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,83426.0,2025-03-31,83426.0,Physical Inspection,83426.0,Payment Success,2026-01-14,83426,5,LOW
187253.0,interlocking work in karoundi ward no. 33 from sunil patels house in karaudi to neeraj mohan walas house.length 83 m.,normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,231398.0,2025-03-31,231398.0,Physical Inspection,231398.0,Payment Success,2026-01-14,231398,5,LOW
187254.0,interlocking work in kakarmatta ward no. 38 from ramprasads house to santan sipahis house in pahari vaishnavi vihar colony. length 76 m,normal/others,Shri Narendra Modi,VARANASI,Uttar Pradesh,2025-03-29,231752.0,2025-03-31,231752.0,Physical Inspection,231752.0,Payment Success,2025-09-23,231752,5,LOW
187255.0,"completion of kirtan mandap, village-dhanurjaypur, block-jhumpura, executing agency-bdo jhumpura",normal/others,ANANTA NAYAK,KEONJHAR(ST),Odisha,2025-05-01,350000.0,2025-09-17,350000.0,Vendor Identification,350000.0,Payment Success,,,25,LOW
